year,hrs,count,site,species
2023,1112.58,350,Hawk Mountain,Accipiter cooperii
2022,1075.92,426,Hawk Mountain,Accipiter cooperii
2021,1123.07,514,Hawk Mountain,Accipiter cooperii
2020,1084.6,591,Hawk Mountain,Accipiter cooperii
2019,1080.03,282,Hawk Mountain,Accipiter cooperii
2018,1027.02,598,Hawk Mountain,Accipiter cooperii
2017,1013.22,358,Hawk Mountain,Accipiter cooperii
2016,1137.5,370,Hawk Mountain,Accipiter cooperii
2015,1127.67,396,Hawk Mountain,Accipiter cooperii
2014,1102.03,554,Hawk Mountain,Accipiter cooperii
2013,1125.45,396,Hawk Mountain,Accipiter cooperii
2012,1108.2,580,Hawk Mountain,Accipiter cooperii
2011,1076.07,558,Hawk Mountain,Accipiter cooperii
2010,1087.1,756,Hawk Mountain,Accipiter cooperii
2009,1032.63,611,Hawk Mountain,Accipiter cooperii
2008,1082.32,530,Hawk Mountain,Accipiter cooperii
2007,1103.18,743,Hawk Mountain,Accipiter cooperii
2006,1114.82,932,Hawk Mountain,Accipiter cooperii
2005,1143.12,1121,Hawk Mountain,Accipiter cooperii
2004,1079.95,536,Hawk Mountain,Accipiter cooperii
2003,1052.72,683,Hawk Mountain,Accipiter cooperii
2002,1039.05,599,Hawk Mountain,Accipiter cooperii
2001,1136.82,902,Hawk Mountain,Accipiter cooperii
2000,1125.43,751,Hawk Mountain,Accipiter cooperii
2023,714.3,3203,Goshutes,Accipiter cooperii
2022,674.87,2354,Goshutes,Accipiter cooperii
2021,672.13,1569,Goshutes,Accipiter cooperii
2019,662.6,1336,Goshutes,Accipiter cooperii
2018,706.75,4077,Goshutes,Accipiter cooperii
2017,697.75,1528,Goshutes,Accipiter cooperii
2016,649.17,1971,Goshutes,Accipiter cooperii
2015,616.25,4418,Goshutes,Accipiter cooperii
2014,641.17,3986,Goshutes,Accipiter cooperii
2013,563.83,1997,Goshutes,Accipiter cooperii
2012,741.25,2130,Goshutes,Accipiter cooperii
2011,682.03,2067,Goshutes,Accipiter cooperii
2010,692.6,2599,Goshutes,Accipiter cooperii
2009,733.58,1691,Goshutes,Accipiter cooperii
2008,761.07,1957,Goshutes,Accipiter cooperii
2007,747.97,3422,Goshutes,Accipiter cooperii
2006,719.58,2541,Goshutes,Accipiter cooperii
2005,695.3,2260,Goshutes,Accipiter cooperii
2004,641.75,2736,Goshutes,Accipiter cooperii
2003,688.25,2281,Goshutes,Accipiter cooperii
2002,725.67,2369,Goshutes,Accipiter cooperii
2001,787.33,5110,Goshutes,Accipiter cooperii
2000,681.5,3022,Goshutes,Accipiter cooperii
2023,900.62,6123,Cape May,Accipiter cooperii
2022,896.25,7643,Cape May,Accipiter cooperii
2021,898,2235,Cape May,Accipiter cooperii
2020,873.27,3708,Cape May,Accipiter cooperii
2019,905.67,3593,Cape May,Accipiter cooperii
2018,914.43,5361,Cape May,Accipiter cooperii
2017,900.32,1738,Cape May,Accipiter cooperii
2016,933.32,3144,Cape May,Accipiter cooperii
2015,884.55,4353,Cape May,Accipiter cooperii
2014,906.67,3881,Cape May,Accipiter cooperii
2013,866.58,3611,Cape May,Accipiter cooperii
2012,1092,3630,Cape May,Accipiter cooperii
2011,800.53,2927,Cape May,Accipiter cooperii
2010,882.25,4106,Cape May,Accipiter cooperii
2009,869.2,5738,Cape May,Accipiter cooperii
2008,808.5,4452,Cape May,Accipiter cooperii
2007,882.17,2712,Cape May,Accipiter cooperii
2006,743.58,6910,Cape May,Accipiter cooperii
2005,832.5,5829,Cape May,Accipiter cooperii
2004,857.43,5046,Cape May,Accipiter cooperii
2003,896.52,4248,Cape May,Accipiter cooperii
2002,895.8,3503,Cape May,Accipiter cooperii
2001,822.8,1874,Cape May,Accipiter cooperii
2000,859.33,2613,Cape May,Accipiter cooperii
2023,564,91,Detroit River,Accipiter cooperii
2022,567.25,91,Detroit River,Accipiter cooperii
2021,546,52,Detroit River,Accipiter cooperii
2020,568,105,Detroit River,Accipiter cooperii
2019,575.25,128,Detroit River,Accipiter cooperii
2018,541.75,120,Detroit River,Accipiter cooperii
2017,636.75,120,Detroit River,Accipiter cooperii
2016,635.5,169,Detroit River,Accipiter cooperii
2015,648,250,Detroit River,Accipiter cooperii
2014,627.5,472,Detroit River,Accipiter cooperii
2013,642.5,460,Detroit River,Accipiter cooperii
2012,619,468,Detroit River,Accipiter cooperii
2011,591.5,763,Detroit River,Accipiter cooperii
2010,564.5,834,Detroit River,Accipiter cooperii
2009,519.42,335,Detroit River,Accipiter cooperii
2008,464.9,294,Detroit River,Accipiter cooperii
2007,598.5,724,Detroit River,Accipiter cooperii
2006,475.75,628,Detroit River,Accipiter cooperii
2005,456.25,432,Detroit River,Accipiter cooperii
2004,478.75,461,Detroit River,Accipiter cooperii
2003,545.33,709,Detroit River,Accipiter cooperii
2002,561.5,572,Detroit River,Accipiter cooperii
2001,526,693,Detroit River,Accipiter cooperii
2000,510.2,408,Detroit River,Accipiter cooperii
2023,682.5,1197,Florida Keys,Accipiter cooperii
2022,866.5,490,Florida Keys,Accipiter cooperii
2021,904.25,260,Florida Keys,Accipiter cooperii
2020,455.25,305,Florida Keys,Accipiter cooperii
2019,409.25,136,Florida Keys,Accipiter cooperii
2018,409.75,371,Florida Keys,Accipiter cooperii
2017,25.75,15,Florida Keys,Accipiter cooperii
2016,428,839,Florida Keys,Accipiter cooperii
2015,298.25,406,Florida Keys,Accipiter cooperii
2014,444.75,871,Florida Keys,Accipiter cooperii
2013,362,548,Florida Keys,Accipiter cooperii
2012,414.5,766,Florida Keys,Accipiter cooperii
2011,420,830,Florida Keys,Accipiter cooperii
2010,297.5,237,Florida Keys,Accipiter cooperii
2008,348.75,604,Florida Keys,Accipiter cooperii
2007,361,870,Florida Keys,Accipiter cooperii
2006,385.25,416,Florida Keys,Accipiter cooperii
2005,329.5,480,Florida Keys,Accipiter cooperii
2004,403.17,1036,Florida Keys,Accipiter cooperii
2003,462.5,348,Florida Keys,Accipiter cooperii
2002,479.25,289,Florida Keys,Accipiter cooperii
2001,459.5,335,Florida Keys,Accipiter cooperii
2000,495,839,Florida Keys,Accipiter cooperii
2023,963.97,66,Hawk Ridge,Accipiter cooperii
2022,899.08,84,Hawk Ridge,Accipiter cooperii
2021,904.67,81,Hawk Ridge,Accipiter cooperii
2020,716.25,52,Hawk Ridge,Accipiter cooperii
2019,859.42,53,Hawk Ridge,Accipiter cooperii
2018,723.7,76,Hawk Ridge,Accipiter cooperii
2017,721.18,179,Hawk Ridge,Accipiter cooperii
2016,828,151,Hawk Ridge,Accipiter cooperii
2015,804.33,105,Hawk Ridge,Accipiter cooperii
2014,846.93,140,Hawk Ridge,Accipiter cooperii
2013,830,120,Hawk Ridge,Accipiter cooperii
2012,888.65,77,Hawk Ridge,Accipiter cooperii
2011,961.4,133,Hawk Ridge,Accipiter cooperii
2010,902.12,98,Hawk Ridge,Accipiter cooperii
2009,908.27,88,Hawk Ridge,Accipiter cooperii
2008,927.92,59,Hawk Ridge,Accipiter cooperii
2007,784.1,75,Hawk Ridge,Accipiter cooperii
2006,740,38,Hawk Ridge,Accipiter cooperii
2005,756,141,Hawk Ridge,Accipiter cooperii
2004,747.5,136,Hawk Ridge,Accipiter cooperii
2003,798.5,117,Hawk Ridge,Accipiter cooperii
2002,769.75,136,Hawk Ridge,Accipiter cooperii
2001,774.5,168,Hawk Ridge,Accipiter cooperii
2000,760.5,227,Hawk Ridge,Accipiter cooperii
2023,797.42,2740,Corpus Christi,Accipiter cooperii
2022,835.1,2068,Corpus Christi,Accipiter cooperii
2021,849.83,1676,Corpus Christi,Accipiter cooperii
2020,819.5,1234,Corpus Christi,Accipiter cooperii
2019,852.75,891,Corpus Christi,Accipiter cooperii
2018,831.53,1516,Corpus Christi,Accipiter cooperii
2017,828.25,1358,Corpus Christi,Accipiter cooperii
2016,634,824,Corpus Christi,Accipiter cooperii
2015,597,1059,Corpus Christi,Accipiter cooperii
2014,587,821,Corpus Christi,Accipiter cooperii
2013,595.75,1017,Corpus Christi,Accipiter cooperii
2012,736.08,1484,Corpus Christi,Accipiter cooperii
2011,693.25,1379,Corpus Christi,Accipiter cooperii
2010,689.25,1328,Corpus Christi,Accipiter cooperii
2009,688,1078,Corpus Christi,Accipiter cooperii
2008,830.42,1308,Corpus Christi,Accipiter cooperii
2007,798.75,1222,Corpus Christi,Accipiter cooperii
2006,704.5,1719,Corpus Christi,Accipiter cooperii
2005,715.75,815,Corpus Christi,Accipiter cooperii
2004,701,483,Corpus Christi,Accipiter cooperii
2003,643.5,1083,Corpus Christi,Accipiter cooperii
2002,676.5,645,Corpus Christi,Accipiter cooperii
2001,723.5,473,Corpus Christi,Accipiter cooperii
2000,728.58,555,Corpus Christi,Accipiter cooperii
2022,410.75,891,Golden Gate,Accipiter cooperii
2021,299.67,1407,Golden Gate,Accipiter cooperii
2020,443.62,2629,Golden Gate,Accipiter cooperii
2018,407.62,1914,Golden Gate,Accipiter cooperii
2017,473.5,2198,Golden Gate,Accipiter cooperii
2016,439.67,1997,Golden Gate,Accipiter cooperii
2015,539.53,3106,Golden Gate,Accipiter cooperii
2014,487.7,2161,Golden Gate,Accipiter cooperii
2013,490.08,2369,Golden Gate,Accipiter cooperii
2012,441.55,2695,Golden Gate,Accipiter cooperii
2011,438.78,1805,Golden Gate,Accipiter cooperii
2010,465.3,1956,Golden Gate,Accipiter cooperii
2009,496.75,1738,Golden Gate,Accipiter cooperii
2008,508.4,1956,Golden Gate,Accipiter cooperii
2007,523.5,3717,Golden Gate,Accipiter cooperii
2006,492.25,3367,Golden Gate,Accipiter cooperii
2005,454.5,2427,Golden Gate,Accipiter cooperii
2004,528.67,2452,Golden Gate,Accipiter cooperii
2003,500.28,2022,Golden Gate,Accipiter cooperii
2002,523.58,2765,Golden Gate,Accipiter cooperii
2001,445.37,1818,Golden Gate,Accipiter cooperii
2000,550.52,2004,Golden Gate,Accipiter cooperii
2023,893.6,598,Veracruz,Accipiter cooperii
2022,895.77,1236,Veracruz,Accipiter cooperii
2019,883.55,1013,Veracruz,Accipiter cooperii
2018,690.52,749,Veracruz,Accipiter cooperii
2017,840.25,866,Veracruz,Accipiter cooperii
2016,838.75,738,Veracruz,Accipiter cooperii
2015,754.58,695,Veracruz,Accipiter cooperii
2014,875.92,773,Veracruz,Accipiter cooperii
2013,868.9,808,Veracruz,Accipiter cooperii
2012,901.65,1667,Veracruz,Accipiter cooperii
2011,895.75,1451,Veracruz,Accipiter cooperii
2010,801.15,842,Veracruz,Accipiter cooperii
2009,828.45,916,Veracruz,Accipiter cooperii
2008,877.35,651,Veracruz,Accipiter cooperii
2007,907.98,999,Veracruz,Accipiter cooperii
2006,890.45,1158,Veracruz,Accipiter cooperii
2005,873.75,1131,Veracruz,Accipiter cooperii
2004,898.75,873,Veracruz,Accipiter cooperii
2003,893.48,1002,Veracruz,Accipiter cooperii
2002,877.42,1264,Veracruz,Accipiter cooperii
2001,867.67,2455,Veracruz,Accipiter cooperii
2000,862.17,1708,Veracruz,Accipiter cooperii
2023,367,184,Bonney Butte,Accipiter cooperii
2022,468.17,223,Bonney Butte,Accipiter cooperii
2021,404.33,320,Bonney Butte,Accipiter cooperii
2019,302.42,220,Bonney Butte,Accipiter cooperii
2018,394.17,377,Bonney Butte,Accipiter cooperii
2017,412.08,343,Bonney Butte,Accipiter cooperii
2016,293.75,362,Bonney Butte,Accipiter cooperii
2015,311.57,226,Bonney Butte,Accipiter cooperii
2014,351.57,465,Bonney Butte,Accipiter cooperii
2013,331.75,205,Bonney Butte,Accipiter cooperii
2012,451.45,446,Bonney Butte,Accipiter cooperii
2011,414.33,380,Bonney Butte,Accipiter cooperii
2010,421.42,420,Bonney Butte,Accipiter cooperii
2009,425.75,339,Bonney Butte,Accipiter cooperii
2008,481.83,316,Bonney Butte,Accipiter cooperii
2007,396,249,Bonney Butte,Accipiter cooperii
2006,459.92,418,Bonney Butte,Accipiter cooperii
2005,392.92,269,Bonney Butte,Accipiter cooperii
2004,340.58,485,Bonney Butte,Accipiter cooperii
2003,402.42,473,Bonney Butte,Accipiter cooperii
2002,423.67,233,Bonney Butte,Accipiter cooperii
2001,415.75,256,Bonney Butte,Accipiter cooperii
2000,328.5,456,Bonney Butte,Accipiter cooperii
2023,1112.58,3595,Hawk Mountain,Accipiter striatus
2022,1075.92,3574,Hawk Mountain,Accipiter striatus
2021,1123.07,4200,Hawk Mountain,Accipiter striatus
2020,1084.6,3457,Hawk Mountain,Accipiter striatus
2019,1080.03,2097,Hawk Mountain,Accipiter striatus
2018,1027.02,5125,Hawk Mountain,Accipiter striatus
2017,1013.22,2453,Hawk Mountain,Accipiter striatus
2016,1137.5,2970,Hawk Mountain,Accipiter striatus
2015,1127.67,3819,Hawk Mountain,Accipiter striatus
2014,1102.03,4775,Hawk Mountain,Accipiter striatus
2013,1125.45,3776,Hawk Mountain,Accipiter striatus
2012,1108.2,5221,Hawk Mountain,Accipiter striatus
2011,1076.07,4449,Hawk Mountain,Accipiter striatus
2010,1087.1,6413,Hawk Mountain,Accipiter striatus
2009,1032.63,4300,Hawk Mountain,Accipiter striatus
2008,1082.32,3358,Hawk Mountain,Accipiter striatus
2007,1103.18,5073,Hawk Mountain,Accipiter striatus
2006,1114.82,5480,Hawk Mountain,Accipiter striatus
2005,1143.12,4545,Hawk Mountain,Accipiter striatus
2004,1079.95,2968,Hawk Mountain,Accipiter striatus
2003,1052.72,3651,Hawk Mountain,Accipiter striatus
2002,1039.05,3201,Hawk Mountain,Accipiter striatus
2001,1136.82,4827,Hawk Mountain,Accipiter striatus
2000,1125.43,4505,Hawk Mountain,Accipiter striatus
2023,714.3,4642,Goshutes,Accipiter striatus
2022,674.87,3347,Goshutes,Accipiter striatus
2021,672.13,3410,Goshutes,Accipiter striatus
2019,662.6,2827,Goshutes,Accipiter striatus
2018,706.75,5682,Goshutes,Accipiter striatus
2017,697.75,2519,Goshutes,Accipiter striatus
2016,649.17,3249,Goshutes,Accipiter striatus
2015,616.25,6769,Goshutes,Accipiter striatus
2014,641.17,6141,Goshutes,Accipiter striatus
2013,563.83,3271,Goshutes,Accipiter striatus
2012,741.25,3527,Goshutes,Accipiter striatus
2011,682.03,5171,Goshutes,Accipiter striatus
2010,692.6,5063,Goshutes,Accipiter striatus
2009,733.58,3251,Goshutes,Accipiter striatus
2008,761.07,4967,Goshutes,Accipiter striatus
2007,747.97,4635,Goshutes,Accipiter striatus
2006,719.58,2745,Goshutes,Accipiter striatus
2005,695.3,2973,Goshutes,Accipiter striatus
2004,641.75,3073,Goshutes,Accipiter striatus
2003,688.25,3460,Goshutes,Accipiter striatus
2002,725.67,3009,Goshutes,Accipiter striatus
2001,787.33,7428,Goshutes,Accipiter striatus
2000,681.5,6071,Goshutes,Accipiter striatus
2023,900.62,15248,Cape May,Accipiter striatus
2022,896.25,15018,Cape May,Accipiter striatus
2021,898,6742,Cape May,Accipiter striatus
2020,873.27,10553,Cape May,Accipiter striatus
2019,905.67,7356,Cape May,Accipiter striatus
2018,914.43,15875,Cape May,Accipiter striatus
2017,900.32,10834,Cape May,Accipiter striatus
2016,933.32,14540,Cape May,Accipiter striatus
2015,884.55,10485,Cape May,Accipiter striatus
2014,906.67,14893,Cape May,Accipiter striatus
2013,866.58,19826,Cape May,Accipiter striatus
2012,1092,19911,Cape May,Accipiter striatus
2011,800.53,15107,Cape May,Accipiter striatus
2010,882.25,19963,Cape May,Accipiter striatus
2009,869.2,14164,Cape May,Accipiter striatus
2008,808.5,10985,Cape May,Accipiter striatus
2007,882.17,13496,Cape May,Accipiter striatus
2006,743.58,21454,Cape May,Accipiter striatus
2005,832.5,15305,Cape May,Accipiter striatus
2004,857.43,14005,Cape May,Accipiter striatus
2003,896.52,20640,Cape May,Accipiter striatus
2002,895.8,17165,Cape May,Accipiter striatus
2001,822.8,12927,Cape May,Accipiter striatus
2000,859.33,15662,Cape May,Accipiter striatus
2023,564,7066,Detroit River,Accipiter striatus
2022,567.25,5897,Detroit River,Accipiter striatus
2021,546,6572,Detroit River,Accipiter striatus
2020,568,5050,Detroit River,Accipiter striatus
2019,575.25,4167,Detroit River,Accipiter striatus
2018,541.75,5324,Detroit River,Accipiter striatus
2017,636.75,4100,Detroit River,Accipiter striatus
2016,635.5,4456,Detroit River,Accipiter striatus
2015,648,5540,Detroit River,Accipiter striatus
2014,627.5,4627,Detroit River,Accipiter striatus
2013,642.5,3230,Detroit River,Accipiter striatus
2012,619,3590,Detroit River,Accipiter striatus
2011,591.5,5331,Detroit River,Accipiter striatus
2010,564.5,6504,Detroit River,Accipiter striatus
2009,519.42,3259,Detroit River,Accipiter striatus
2008,464.9,3593,Detroit River,Accipiter striatus
2007,598.5,9909,Detroit River,Accipiter striatus
2006,475.75,7013,Detroit River,Accipiter striatus
2005,456.25,5623,Detroit River,Accipiter striatus
2004,478.75,5027,Detroit River,Accipiter striatus
2003,545.33,10643,Detroit River,Accipiter striatus
2002,561.5,7307,Detroit River,Accipiter striatus
2001,526,14715,Detroit River,Accipiter striatus
2000,510.2,7132,Detroit River,Accipiter striatus
2023,682.5,2330,Florida Keys,Accipiter striatus
2022,866.5,1867,Florida Keys,Accipiter striatus
2021,904.25,1117,Florida Keys,Accipiter striatus
2020,455.25,1690,Florida Keys,Accipiter striatus
2019,409.25,1473,Florida Keys,Accipiter striatus
2018,409.75,596,Florida Keys,Accipiter striatus
2017,25.75,0,Florida Keys,Accipiter striatus
2016,428,1085,Florida Keys,Accipiter striatus
2015,298.25,3710,Florida Keys,Accipiter striatus
2014,444.75,2053,Florida Keys,Accipiter striatus
2013,362,1618,Florida Keys,Accipiter striatus
2012,414.5,1942,Florida Keys,Accipiter striatus
2011,420,3800,Florida Keys,Accipiter striatus
2010,297.5,1344,Florida Keys,Accipiter striatus
2008,348.75,4485,Florida Keys,Accipiter striatus
2007,361,3392,Florida Keys,Accipiter striatus
2006,385.25,2817,Florida Keys,Accipiter striatus
2005,329.5,1001,Florida Keys,Accipiter striatus
2004,403.17,2764,Florida Keys,Accipiter striatus
2003,462.5,2195,Florida Keys,Accipiter striatus
2002,479.25,1856,Florida Keys,Accipiter striatus
2001,459.5,3697,Florida Keys,Accipiter striatus
2000,495,4547,Florida Keys,Accipiter striatus
2023,963.97,16471,Hawk Ridge,Accipiter striatus
2022,899.08,14158,Hawk Ridge,Accipiter striatus
2021,904.67,17534,Hawk Ridge,Accipiter striatus
2020,716.25,13593,Hawk Ridge,Accipiter striatus
2019,859.42,18947,Hawk Ridge,Accipiter striatus
2018,723.7,11148,Hawk Ridge,Accipiter striatus
2017,721.18,22163,Hawk Ridge,Accipiter striatus
2016,828,22602,Hawk Ridge,Accipiter striatus
2015,804.33,17813,Hawk Ridge,Accipiter striatus
2014,846.93,15733,Hawk Ridge,Accipiter striatus
2013,830,13270,Hawk Ridge,Accipiter striatus
2012,888.65,12620,Hawk Ridge,Accipiter striatus
2011,961.4,19475,Hawk Ridge,Accipiter striatus
2010,902.12,11791,Hawk Ridge,Accipiter striatus
2009,908.27,13598,Hawk Ridge,Accipiter striatus
2008,927.92,12608,Hawk Ridge,Accipiter striatus
2007,784.1,15253,Hawk Ridge,Accipiter striatus
2006,740,8973,Hawk Ridge,Accipiter striatus
2005,756,16500,Hawk Ridge,Accipiter striatus
2004,747.5,16463,Hawk Ridge,Accipiter striatus
2003,798.5,19547,Hawk Ridge,Accipiter striatus
2002,769.75,17910,Hawk Ridge,Accipiter striatus
2001,774.5,11791,Hawk Ridge,Accipiter striatus
2000,760.5,14473,Hawk Ridge,Accipiter striatus
2023,797.42,3558,Corpus Christi,Accipiter striatus
2022,835.1,2628,Corpus Christi,Accipiter striatus
2021,849.83,2189,Corpus Christi,Accipiter striatus
2020,819.5,2742,Corpus Christi,Accipiter striatus
2019,852.75,2424,Corpus Christi,Accipiter striatus
2018,831.53,2513,Corpus Christi,Accipiter striatus
2017,828.25,2681,Corpus Christi,Accipiter striatus
2016,634,2159,Corpus Christi,Accipiter striatus
2015,597,1870,Corpus Christi,Accipiter striatus
2014,587,2101,Corpus Christi,Accipiter striatus
2013,595.75,1622,Corpus Christi,Accipiter striatus
2012,736.08,2466,Corpus Christi,Accipiter striatus
2011,693.25,2169,Corpus Christi,Accipiter striatus
2010,689.25,1389,Corpus Christi,Accipiter striatus
2009,688,1621,Corpus Christi,Accipiter striatus
2008,830.42,1927,Corpus Christi,Accipiter striatus
2007,798.75,1725,Corpus Christi,Accipiter striatus
2006,704.5,1643,Corpus Christi,Accipiter striatus
2005,715.75,880,Corpus Christi,Accipiter striatus
2004,701,892,Corpus Christi,Accipiter striatus
2003,643.5,1193,Corpus Christi,Accipiter striatus
2002,676.5,1869,Corpus Christi,Accipiter striatus
2001,723.5,698,Corpus Christi,Accipiter striatus
2000,728.58,929,Corpus Christi,Accipiter striatus
2022,410.75,1905,Golden Gate,Accipiter striatus
2021,299.67,2740,Golden Gate,Accipiter striatus
2020,443.62,2025,Golden Gate,Accipiter striatus
2018,407.62,3389,Golden Gate,Accipiter striatus
2017,473.5,3107,Golden Gate,Accipiter striatus
2016,439.67,4138,Golden Gate,Accipiter striatus
2015,539.53,4652,Golden Gate,Accipiter striatus
2014,487.7,3531,Golden Gate,Accipiter striatus
2013,490.08,2423,Golden Gate,Accipiter striatus
2012,441.55,3149,Golden Gate,Accipiter striatus
2011,438.78,2622,Golden Gate,Accipiter striatus
2010,465.3,2409,Golden Gate,Accipiter striatus
2009,496.75,3332,Golden Gate,Accipiter striatus
2008,508.4,4091,Golden Gate,Accipiter striatus
2007,523.5,4636,Golden Gate,Accipiter striatus
2006,492.25,5244,Golden Gate,Accipiter striatus
2005,454.5,4407,Golden Gate,Accipiter striatus
2004,528.67,3257,Golden Gate,Accipiter striatus
2003,500.28,5171,Golden Gate,Accipiter striatus
2002,523.58,5847,Golden Gate,Accipiter striatus
2001,445.37,3368,Golden Gate,Accipiter striatus
2000,550.52,2480,Golden Gate,Accipiter striatus
2023,893.6,1255,Veracruz,Accipiter striatus
2022,895.77,1198,Veracruz,Accipiter striatus
2019,883.55,1049,Veracruz,Accipiter striatus
2018,690.52,703,Veracruz,Accipiter striatus
2017,840.25,1223,Veracruz,Accipiter striatus
2016,838.75,983,Veracruz,Accipiter striatus
2015,754.58,935,Veracruz,Accipiter striatus
2014,875.92,1286,Veracruz,Accipiter striatus
2013,868.9,1095,Veracruz,Accipiter striatus
2012,901.65,1662,Veracruz,Accipiter striatus
2011,895.75,2065,Veracruz,Accipiter striatus
2010,801.15,1200,Veracruz,Accipiter striatus
2009,828.45,1116,Veracruz,Accipiter striatus
2008,877.35,1043,Veracruz,Accipiter striatus
2007,907.98,1193,Veracruz,Accipiter striatus
2006,890.45,990,Veracruz,Accipiter striatus
2005,873.75,2892,Veracruz,Accipiter striatus
2004,898.75,997,Veracruz,Accipiter striatus
2003,893.48,1419,Veracruz,Accipiter striatus
2002,877.42,2111,Veracruz,Accipiter striatus
2001,867.67,2148,Veracruz,Accipiter striatus
2000,862.17,1996,Veracruz,Accipiter striatus
2023,367,854,Bonney Butte,Accipiter striatus
2022,468.17,718,Bonney Butte,Accipiter striatus
2021,404.33,1062,Bonney Butte,Accipiter striatus
2019,302.42,670,Bonney Butte,Accipiter striatus
2018,394.17,1089,Bonney Butte,Accipiter striatus
2017,412.08,522,Bonney Butte,Accipiter striatus
2016,293.75,1146,Bonney Butte,Accipiter striatus
2015,311.57,964,Bonney Butte,Accipiter striatus
2014,351.57,802,Bonney Butte,Accipiter striatus
2013,331.75,1072,Bonney Butte,Accipiter striatus
2012,451.45,1446,Bonney Butte,Accipiter striatus
2011,414.33,1448,Bonney Butte,Accipiter striatus
2010,421.42,1438,Bonney Butte,Accipiter striatus
2009,425.75,1110,Bonney Butte,Accipiter striatus
2008,481.83,1003,Bonney Butte,Accipiter striatus
2007,396,921,Bonney Butte,Accipiter striatus
2006,459.92,1015,Bonney Butte,Accipiter striatus
2005,392.92,1067,Bonney Butte,Accipiter striatus
2004,340.58,1789,Bonney Butte,Accipiter striatus
2003,402.42,1578,Bonney Butte,Accipiter striatus
2002,423.67,600,Bonney Butte,Accipiter striatus
2001,415.75,958,Bonney Butte,Accipiter striatus
2000,328.5,1105,Bonney Butte,Accipiter striatus
2023,1112.58,99,Hawk Mountain,Aquila chrysaetos
2022,1075.92,107,Hawk Mountain,Aquila chrysaetos
2021,1123.07,145,Hawk Mountain,Aquila chrysaetos
2020,1084.6,121,Hawk Mountain,Aquila chrysaetos
2019,1080.03,88,Hawk Mountain,Aquila chrysaetos
2018,1027.02,145,Hawk Mountain,Aquila chrysaetos
2017,1013.22,104,Hawk Mountain,Aquila chrysaetos
2016,1137.5,133,Hawk Mountain,Aquila chrysaetos
2015,1127.67,119,Hawk Mountain,Aquila chrysaetos
2014,1102.03,165,Hawk Mountain,Aquila chrysaetos
2013,1125.45,162,Hawk Mountain,Aquila chrysaetos
2012,1108.2,150,Hawk Mountain,Aquila chrysaetos
2011,1076.07,133,Hawk Mountain,Aquila chrysaetos
2010,1087.1,142,Hawk Mountain,Aquila chrysaetos
2009,1032.63,75,Hawk Mountain,Aquila chrysaetos
2008,1082.32,131,Hawk Mountain,Aquila chrysaetos
2007,1103.18,109,Hawk Mountain,Aquila chrysaetos
2006,1114.82,170,Hawk Mountain,Aquila chrysaetos
2005,1143.12,121,Hawk Mountain,Aquila chrysaetos
2004,1079.95,89,Hawk Mountain,Aquila chrysaetos
2003,1052.72,161,Hawk Mountain,Aquila chrysaetos
2002,1039.05,127,Hawk Mountain,Aquila chrysaetos
2001,1136.82,89,Hawk Mountain,Aquila chrysaetos
2000,1125.43,96,Hawk Mountain,Aquila chrysaetos
2023,714.3,160,Goshutes,Aquila chrysaetos
2022,674.87,154,Goshutes,Aquila chrysaetos
2021,672.13,213,Goshutes,Aquila chrysaetos
2020,,,Goshutes,Aquila chrysaetos
2019,662.6,163,Goshutes,Aquila chrysaetos
2018,706.75,257,Goshutes,Aquila chrysaetos
2017,697.75,252,Goshutes,Aquila chrysaetos
2016,649.17,142,Goshutes,Aquila chrysaetos
2015,616.25,170,Goshutes,Aquila chrysaetos
2014,641.17,230,Goshutes,Aquila chrysaetos
2013,563.83,212,Goshutes,Aquila chrysaetos
2012,741.25,213,Goshutes,Aquila chrysaetos
2011,682.03,226,Goshutes,Aquila chrysaetos
2010,692.6,236,Goshutes,Aquila chrysaetos
2009,733.58,206,Goshutes,Aquila chrysaetos
2008,761.07,226,Goshutes,Aquila chrysaetos
2007,747.97,218,Goshutes,Aquila chrysaetos
2006,719.58,152,Goshutes,Aquila chrysaetos
2005,695.3,130,Goshutes,Aquila chrysaetos
2004,641.75,160,Goshutes,Aquila chrysaetos
2003,688.25,181,Goshutes,Aquila chrysaetos
2002,725.67,330,Goshutes,Aquila chrysaetos
2001,787.33,295,Goshutes,Aquila chrysaetos
2000,681.5,305,Goshutes,Aquila chrysaetos
2023,900.62,20,Cape May,Aquila chrysaetos
2022,896.25,12,Cape May,Aquila chrysaetos
2021,898,16,Cape May,Aquila chrysaetos
2020,873.27,8,Cape May,Aquila chrysaetos
2019,905.67,10,Cape May,Aquila chrysaetos
2018,914.43,15,Cape May,Aquila chrysaetos
2017,900.32,13,Cape May,Aquila chrysaetos
2016,933.32,16,Cape May,Aquila chrysaetos
2015,884.55,16,Cape May,Aquila chrysaetos
2014,906.67,19,Cape May,Aquila chrysaetos
2013,866.58,49,Cape May,Aquila chrysaetos
2012,1092,19,Cape May,Aquila chrysaetos
2011,800.53,6,Cape May,Aquila chrysaetos
2010,882.25,27,Cape May,Aquila chrysaetos
2009,869.2,4,Cape May,Aquila chrysaetos
2008,808.5,25,Cape May,Aquila chrysaetos
2007,882.17,12,Cape May,Aquila chrysaetos
2006,743.58,22,Cape May,Aquila chrysaetos
